CID;Nome do CID;Frequência;Significado Completo;Comorbidades Relacionadas
BD12;Síndromes de alto débito;2;Aumento do débito cardíaco acima do normal associado a anemia, fístulas arteriovenosas, tireotoxicose e outras síndromes. Pode resultar em insuficiência cardíaca.;
DD56;Hernia incisional;2;A hérnia que ocorre em área fragilizada pela incisão de cirurgia abdominal prévia ou de trauma abdominal maior.;NC90.9Z - N/A (1x)
AB31.6;Paroxismia vestibular;2;Paroxismia vestibular (PV) é caracterizada por crises recorrentes de vertigem ou tontura, durando segundos a minutos, frequentemente várias vezes ao dia. Os ataques geralmente ocorrem espontaneamente, mas podem ocasionalmente ser induzidos por mudanças na posição da cabeça (que então precisa ser diferenciada da vertigem posicional paroxística benigna). Possíveis sintomas concomitantes são ataques curtos de tinnitus ou alterações na audição. No intervalo livre de crise podem ser observados comprometimentos leves a moderados da função vestibular ou audiológica. A compressão cruzada neurovascular do oitavo nervo é o mecanismo presumido.;R06.0 - N/A (1x) | MB23.H - Crise de pânico (1x) | BC63.4 - Bloqueio de ramo esquerdo (1x)
GC40.60;Bexiga hiperativa associada a prolapso de órgão pélvico;2;Condição da bexiga, causada por função renal prejudicada, inervação nervosa disfuncional ou ausente, contração involuntária dos músculos da bexiga, diabetes, uso de medicamentos ou infecção. Esta condição é caracterizada por uma necessidade repentina de urinar, aumento da frequência urinária e incontinência de urgência. Essa condição também pode se manifestar com noctúria.;MF50.2 - Incontinência urinária (1x) | GC40.53 - Incontinência por transbordamento associada a prolapso de órgão pélvico (1x) | HA20 - Transtorno doloroso à penetração sexual (1x)
R06.0;Não encontrado;2;;MB23.H - Crise de pânico (1x) | BC63.4 - Bloqueio de ramo esquerdo (1x) | AB31.6 - Paroxismia vestibular (1x)
5A51;Hiperfunção da paratireoide;2;Hiperparatireoidismo se refere a aumento na produção/síntese de paratormônio, geralmente devido a um tumor em uma das glândulas paratireoides. Ela também pode ocorrer em resposta a baixos níveis de cálcio, como ocorre em várias situações como deficiência de vitamina D ou doença renal crônica. Hiperparatireoidismo leva a enfraquecimento ósseo por perda de cálcio.;XA1TY5 - Ramo mandibular marginal do nervo facial (1x) | MG30.63 - Cefaleia ou dor orofacial associada a transtornos temporomandibulares secundários crônicos (1x) | BA02 - Doença renal hipertensiva (1x)
MF50.2;Incontinência urinária;2;Qualquer condição do sistema urinário, causada por determinantes que surgem durante o período pré-natal ou após o nascimento, levando à perda do controle voluntário ou do suporte da uretra. Essas condições são caracterizadas por vazamento involuntário de grandes quantidades de urina, em associação com contrações não inibidas do músculo detrusor e a incapacidade de controlar a micção.;GC40.53 - Incontinência por transbordamento associada a prolapso de órgão pélvico (1x) | HA20 - Transtorno doloroso à penetração sexual (1x) | GC40.60 - Bexiga hiperativa associada a prolapso de órgão pélvico (1x)
DB32.0;Pseudo-obstrução do cólon;2;A pseudo-obstrução do cólon é uma condição rara, com sintomas de diminuição da capacidade do cólon de fazer transitar líquidos, alimentos e ar, como aqueles causados ​​por uma obstrução cólica. Os achados clínicos e radiológicos são frequentemente semelhantes à obstrução verdadeira, mas nenhum bloqueio mecânico verdadeiro é encontrado. Os sintomas geralmente incluem dispepsia, constipação crônica e cólicas abdominais nos momentos em que está presente. Síndrome de Ogilvie: a pseudo-obstrução aguda do cólon em pacientes debilitados gravemente enfermos está incluída aqui como a forma aguda.;5A00.20 - Hipotireoidismo devido a medicamentos ou outras substâncias exógenas (2x) | BA41 - Infarto agudo do miocárdio (1x) | MF94 - Hemoglobinúria (1x)
BB61.Z;Insuficiência da valva mitral, não especificada;2;;BE12.1 - Insuficiência da valva mitral pós procedimento (2x) | BC63.3 - Bloqueio de ramo direito (1x) | BB63.1 - Estenose mitral não reumática com insuficiência (1x)
EE60.1;Cicatriz hipertrófica;2;Cicatrizes hipertróficas resultam da produção de quantidades excessivas de colágeno na derme durante o reparo do tecido conjuntivo subsequente a inflamação, lesão ou cirurgia. Em contraste com as cicatrizes queloidianas, elas não se expandem além do limite da lesão ou inflamação inicial e podem sofrer resolução espontânea.;ME01 - Distensão abdominal (1x) | 5A0.9A - N/A (1x) | ND91.0 - Queimadura de face, exceto olho ou anexos oculares, queimadura epidérmica (1x)
8D89.2;Síndrome de taquicardia postural ortostática;2;"Síndrome de taquicardia postural ortostática é um tipo de intolerância ortostática crônica com duração de três meses ou mais associada a taquicardia ereta excessiva na ausência de hipotensão ortostática, além de uma constelação de sintomas tipicamente diários que podem incluir sensação de ""cabeça leve"", tontura, náusea, dispneia, diaforese, dor de cabeça, fadiga e outros sintomas de disfunção autonômica. A taquicardia excessiva é definida por consenso atual como um aumento da frequência cardíaca de pelo menos 30 batimentos por minuto em adultos (40 batimentos por minuto para adolescentes), ou uma frequência cardíaca superior a 120 batimentos por minuto, dentro de 10 minutos do teste de inclinação vertical.";BE12.1 - Insuficiência da valva mitral pós procedimento (2x) | BC63.3 - Bloqueio de ramo direito (1x) | BB63.1 - Estenose mitral não reumática com insuficiência (1x)
5B91.0;Hipercalcemia;2;"A hipercalcemia é uma condição causada pelo aumento dos níveis de cálcio no sangue(calcemia). Os sintomas dependem tanto da calcemia, quanto da velocidade da sua instalação. Quando presentes, os sintomas são causados ​​por desidratação secundária a perdas urinárias de cálcio, água e outros eletrólitos e por um aumento no potencial de membrana causado pela elevação da concentração de cálcio ionizado no fluido extracelular. Os doentes com hipercalcemia moderada a grave queixam-se frequentemente de náuseas e vómitos, sintomas provavelmente relacionados com desidratação, bem como com os efeitos da hipercalcemia na função do sistema nervoso central. Como a hipercalcemia tende a hiperpolarizar as membranas, uma série de sinais e sintomas neurológicos e neuromusculares podem ocorrer. Pacientes com hipercalcemia leve geralmente se queixam de fadiga, humor deprimido e astenia. A motilidade gastrointestinal está prejudicada; isso geralmente resulta em constipação.";3A71.2 - Anemia na doença renal crônica (1x) | CB21.1 - Outro pneumotórax espontâneo (1x) | FB81 - Osteonecrose (1x)
MC84;Dor cardiovascular;2;;BA51 - Miocardiopatia isquêmica (1x) | BC02.3Z - Anormalidade adquirida da valva neo-aórtica de origem pulmonar, não especificada (1x) | CA22.0 - Doença pulmonar obstrutiva crônica com exacerbação aguda, não especificada (1x)
GB42.1;Albuminúria, Grau A3;1;Presença de albumina excessiva na urina, indicando permeabilidade anormal da filtração glomerular. Pode ser quantificado por coletas cronometradas ou amostras pontuais de urina com a concentração ajustada à concentração de creatinina na urina para corrigir as variações na concentração total de urina. Quando persistente e de gravidade moderada ou maior, geralmente indica doença glomerular evidente, como a causada por glomeruloesclerose diabética, glomerulonefrite ou amiloide.;
EL50.1;Cicatriz cirúrgica hipertrófica;1;Uma cicatriz cirúrgica elevada contendo um excesso de tecido fibroso que, em contraste com uma cicatriz queloidiana, tende a diminuir com o tempo.;2B51 - Osteossarcoma, localização primária (1x)
FA30;Deformidades adquiridas dos dedos das mãos ou dos pés;1;;
MC72.1A;Não encontrado;1;;ME08 - Flatulência e afecções correlatas (1x)
MF97;Piúria;1;Piúria é uma condição urinária caracterizada por um número elevado de leucócitos na urina. Número alto é definido como pelo menos 10 leucócitos por milímetro cúbico (mm³) de urina centrifugada. A piúria pode fazer com que a urina pareça turva ou com pus.;8D60.1 - Edema cerebral (1x) | BE96.3 - N/A (1x) | II.5 - N/A (1x)
8C21.3;Neuropatia hereditária sensitiva e autonômica tipo V;1;Neuropatia hereditária sensitiva e autonômica tipo 5 (NHSA5) é caracterizada por perda de percepção de dor e comprometimento da sensibilidade à temperatura, na ausência de quaisquer outras anormalidades neurológicas importantes.;
QE70.0;Suporte familiar inadequado;1;;BD71.2 - Trombose da veia renal (1x)
EB30;Celulite eosinofílica;1;A celulite eosinofílica (síndrome de Wells) é caracterizada por um quadro clínico particular que se assemelha à celulite e uma histologia típica com eosinofilia tecidual, edema e figuras de “chama” (aglomerados de eosinófilos e histiócitos ao redor de um núcleo de colágeno e detritos eosinofílicos). Pode afetar ambos os sexos, geralmente na vida adulta. Qualquer localização pode estar envolvida, com lesões únicas ou múltiplas e as recorrências são comuns. Inicialmente, as lesões são placas eritematosas pruriginosas com características que lembram urticária e celulite, mas formas bolhosas e nodulares também foram descritas. Pode surgir espontaneamente, mas vários medicamentos e infecções foram implicados.;CA23.00 - Asma alérgica com exacerbação (1x) | CA22.0 - Doença pulmonar obstrutiva crônica com exacerbação aguda, não especificada (1x) | 6C45.3 - Intoxicação por cocaína (1x)
EA91.43;Mucosite liquenoide;1;"Mucosite liquenoide oral é um termo que descreve manifestações clinicopatológicas da mucosa oral que representam um desfecho comum em resposta a agentes extrínsecos como drogas ou alérgenos de contato, ou autoantígenos supostamente alterados, como no líquen plano. A apresentação clínica pode variar de estrias reticulares brancas assintomáticas
a eritema doloroso e erosões. O líquen plano idiopático nem sempre pode ser distinguido de reações liquenoides a agentes externos e, nessas circunstâncias, é apropriado rotular as alterações observadas como mucosite liquenoide oral até que um diagnóstico mais definitivo possa ser feito.";
FA34.0;Corpo flutuante na articulação;1;;MD11.4 - Respiração de Cheyne-Stokes relacionada ao sono (1x) | QA8D - Paciente que recebeu um teste diagnóstico ou tratamento destinado a outro paciente, sem lesão ou dano (1x)
5.3;Não encontrado;1;;BC80.1 - Bradicardia sinusal (1x)
6D86.6;Perambulação na demência;1;Além dos distúrbios cognitivos característicos de demência, o quadro clínico atual inclui perambulação clinicamente significativa que coloca a pessoa em risco de danos.;BC10 | Insuficiência cardíaca congestiva - N/A (1x) | MB23.H - Crise de pânico (1x)
2C70.0;Carcinoma basocelular da vulva;1;Carcinoma de infiltração local de crescimento lento que surge na vulva. É caracterizada pela presença de células malignas que se assemelham às células basais presentes na epiderme.;6E61 - Síndrome psicótica secundária (1x) | 8E20 - Estado vegetativo persistente (1x) | 8B22 - Algumas doenças cerebrovasculares especificadas (1x)
40.0;Não encontrado;1;;
NA06.6;Lesões traumáticas da retina;1;Refere-se às lesões traumáticas das camadas de tecido sensíveis à luz que envolvem a superfície interna do olho. A óptica do olho cria uma imagem do mundo visual na retina, que funciona de forma semelhante a um filme dentro de uma câmera.;9B73.3 - Descolamento seroso da retina (1x) | 9B78.9 - Atrofia retiniana (1x) | MC1A - Opacidades vítreas visíveis (1x)
9B73.3;Descolamento seroso da retina;1;Isso ocorre devido a inflamação, lesão ou anormalidades vasculares que resultam no acúmulo de líquido sob a retina sem a presença de um orifício, ruptura ou quebra.;NA06.6 - Lesões traumáticas da retina (1x) | 9B78.9 - Atrofia retiniana (1x) | MC1A - Opacidades vítreas visíveis (1x)
8D24.9 | Descrição: Representação de doença CID-11: Edema peripalpebral bilateral. Definição: É um acúmulo excessivo de fluido nos espaços extracelulares das pálpebras.;Não encontrado;1;;8D64.2 - Hidrocefalia ex-vácuo (1x) | 8B24 - Encefalopatia hipóxico-isquêmica (1x) | CA23.0 - Asma alérgica (1x)
CB21;Pneumotórax;1;Pneumotórax é uma coleção anormal de ar ou gás no espaço pleural, que separa os pulmões da caixa torácica, e que pode interferir com a respiração normal.;
II.5;Não encontrado;1;;8D60.1 - Edema cerebral (1x) | BE96.3 - N/A (1x) | GC40.53 - Incontinência por transbordamento associada a prolapso de órgão pélvico (1x)
AB54.0;Não encontrado;1;;AB54 - Presbiacusia (1x) | 8B81.Y - Outros transtornos especificados do nervo vestibulococlear (1x)
XE3FA;Ocupante de posição fornecida para paciente em ambulância;1;;
BC81.6;Taquicardia sinusal inapropriada;1;"Frequência cardíaca que está elevada em relação ao nível de atividade; geralmente exibe características de automaticidade.";
